noise_level,tiny_mean,pinn_mean,improvement
0.0,0.007829264371458807,0.0078215565258674,0.0009844916745314393
0.05,0.002040452044994991,0.0019460029637366817,0.04628831218551932
0.1,0.0024098611562845458,0.0021159315960027087,0.12196949999186225
0.2,0.0037161871531692005,0.0025972514792061267,0.30109777248673675
