epoch,MLP,FULL_GNN,TINY_GNN,TINY_GNN_PINN_SELECTED
50,0.03836718915519695,0.02368152126377855,0.02334148728809615,0.023341528830607798
100,0.0188990621067883,0.0042458208311364504,0.01499315513439975,0.01451544501124165
300,0.00022089340251045,0.0003994587466075,0.00076555077569115,0.00071940217581495
